old_label,label,date
hCoV-19/Spain/CT-HUVH-VH1713/2020|EPI_ISL_444990|2020-03-29|1,hCoV-19/Spain/CT-HUVH-VH1713/2020|EPI_ISL_444990|2020-03-29|1,2020-03-29
hCoV-19/Spain/RI-IBV-99005911/2020|EPI_ISL_537449|2020-03-25|1,hCoV-19/Spain/RI-IBV-99005911/2020|EPI_ISL_537449|2020-03-25|1,2020-03-25
hCoV-19/Kazakhstan/16238/2020|EPI_ISL_454498|2020-04-14|1,hCoV-19/Kazakhstan/16238/2020|EPI_ISL_454498|2020-04-14|1,2020-04-14
hCoV-19/Kazakhstan/38533/2020|EPI_ISL_454520|2020-04-26|1,hCoV-19/Kazakhstan/38533/2020|EPI_ISL_454520|2020-04-26|1,2020-04-26
hCoV-19/Portugal/PT0859/2020|EPI_ISL_511118|2020-03-27|1,hCoV-19/Portugal/PT0859/2020|EPI_ISL_511118|2020-03-27|1,2020-03-27
hCoV-19/Netherlands/Friesland_16/2020|EPI_ISL_455119|2020-04-01|1,hCoV-19/Netherlands/Friesland_16/2020|EPI_ISL_455119|2020-04-01|1,2020-04-01
hCoV-19/Spain/PV-IBV-001473/2020|EPI_ISL_467118|2020-03-18|1,hCoV-19/Spain/PV-IBV-001473/2020|EPI_ISL_467118|2020-03-18|1,2020-03-18
hCoV-19/Spain/RI-IBV-99005863/2020|EPI_ISL_537406|2020-03-03|1,hCoV-19/Spain/RI-IBV-99005863/2020|EPI_ISL_537406|2020-03-03|1,2020-03-03
hCoV-19/Kazakhstan/26829/2020|EPI_ISL_454518|2020-04-26|1,hCoV-19/Kazakhstan/26829/2020|EPI_ISL_454518|2020-04-26|1,2020-04-26
hCoV-19/Spain/PV-IBV-000752/2020|EPI_ISL_452736|2020-03-05|1,hCoV-19/Spain/PV-IBV-000752/2020|EPI_ISL_452736|2020-03-05|1,2020-03-05
hCoV-19/Spain/PV-IBV-000779/2020|EPI_ISL_452726|2020-03-09|1,hCoV-19/Spain/PV-IBV-000779/2020|EPI_ISL_452726|2020-03-09|1,2020-03-09
hCoV-19/Spain/PV-IBV-000794/2020|EPI_ISL_452720|2020-03-09|1,hCoV-19/Spain/PV-IBV-000794/2020|EPI_ISL_452720|2020-03-09|1,2020-03-09
hCoV-19/Spain/PV-IBV-001468/2020|EPI_ISL_467117|2020-03-17|2,hCoV-19/Spain/PV-IBV-001468/2020|EPI_ISL_467117|2020-03-17|2,2020-03-17
hCoV-19/Spain/CL-IBV-97006263/2020|EPI_ISL_537635|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006263/2020|EPI_ISL_537635|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006239/2020|EPI_ISL_537613|2020-04-14|1,hCoV-19/Spain/CL-IBV-97006239/2020|EPI_ISL_537613|2020-04-14|1,2020-04-14
hCoV-19/Spain/CL-IBV-97006259/2020|EPI_ISL_537631|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006259/2020|EPI_ISL_537631|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006247/2020|EPI_ISL_537619|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006247/2020|EPI_ISL_537619|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006254/2020|EPI_ISL_537626|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006254/2020|EPI_ISL_537626|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006249/2020|EPI_ISL_537621|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006249/2020|EPI_ISL_537621|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006252/2020|EPI_ISL_537624|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006252/2020|EPI_ISL_537624|2020-04-20|1,2020-04-20
hCoV-19/Spain/CL-IBV-97006253/2020|EPI_ISL_537625|2020-04-20|1,hCoV-19/Spain/CL-IBV-97006253/2020|EPI_ISL_537625|2020-04-20|1,2020-04-20
hCoV-19/Portugal/PT0882/2020|EPI_ISL_511141|2020-04-30|1,hCoV-19/Portugal/PT0882/2020|EPI_ISL_511141|2020-04-30|1,2020-04-30
hCoV-19/Portugal/PT0042/2020|EPI_ISL_418027|2020-03-17|1,hCoV-19/Portugal/PT0042/2020|EPI_ISL_418027|2020-03-17|1,2020-03-17
hCoV-19/Portugal/PT0880/2020|EPI_ISL_511139|2020-04-24|2,hCoV-19/Portugal/PT0880/2020|EPI_ISL_511139|2020-04-24|2,2020-04-24
hCoV-19/Spain/PV-IBV-000696/2020|EPI_ISL_452768|2020-03-05|1,hCoV-19/Spain/PV-IBV-000696/2020|EPI_ISL_452768|2020-03-05|1,2020-03-05
hCoV-19/Spain/PV-IBV-000860/2020|EPI_ISL_452692|2020-02-29|1,hCoV-19/Spain/PV-IBV-000860/2020|EPI_ISL_452692|2020-02-29|1,2020-02-29
hCoV-19/Spain/VC-FISABIO-18/2020|EPI_ISL_419682|2020-03-10|3,hCoV-19/Spain/VC-FISABIO-18/2020|EPI_ISL_419682|2020-03-10|3,2020-03-10
hCoV-19/Peru/LIM-INS-024/2020|EPI_ISL_491429|2020-03-25|1,hCoV-19/Peru/LIM-INS-024/2020|EPI_ISL_491429|2020-03-25|1,2020-03-25
hCoV-19/Australia/VIC338/2020|EPI_ISL_426647|2020-03-20|1,hCoV-19/Australia/VIC338/2020|EPI_ISL_426647|2020-03-20|1,2020-03-20
hCoV-19/USA/CA-QDX-1925/2020|EPI_ISL_604205|2020-03-16|1,hCoV-19/USA/CA-QDX-1925/2020|EPI_ISL_604205|2020-03-16|1,2020-03-16
hCoV-19/Spain/VC-FISABIO-h2650/2020|EPI_ISL_455736|2020-03-20|2,hCoV-19/Spain/VC-FISABIO-h2650/2020|EPI_ISL_455736|2020-03-20|2,2020-03-20
hCoV-19/England/EXET-136CC0/2020|EPI_ISL_471912|2020-04-28|1,hCoV-19/England/EXET-136CC0/2020|EPI_ISL_471912|2020-04-28|1,2020-04-28
hCoV-19/England/BRIS-12233B/2020|EPI_ISL_440094|2020-03-23|1,hCoV-19/England/BRIS-12233B/2020|EPI_ISL_440094|2020-03-23|1,2020-03-23
hCoV-19/England/EXET-135D64/2020|EPI_ISL_457163|2020-03-27|1,hCoV-19/England/EXET-135D64/2020|EPI_ISL_457163|2020-03-27|1,2020-03-27
hCoV-19/England/20162037504/2020|EPI_ISL_466415|2020-04-09|1,hCoV-19/England/20162037504/2020|EPI_ISL_466415|2020-04-09|1,2020-04-09
hCoV-19/England/EXET-1375F1/2020|EPI_ISL_471979|2020-06-03|1,hCoV-19/England/EXET-1375F1/2020|EPI_ISL_471979|2020-06-03|1,2020-06-03
hCoV-19/England/EXET-137DEA/2020|EPI_ISL_540583|2020-06-07|1,hCoV-19/England/EXET-137DEA/2020|EPI_ISL_540583|2020-06-07|1,2020-06-07
hCoV-19/Spain/PV-IBV-001431/2020|EPI_ISL_467096|2020-03-19|1,hCoV-19/Spain/PV-IBV-001431/2020|EPI_ISL_467096|2020-03-19|1,2020-03-19
hCoV-19/Italy/LOM-UniMI-L427/2020|EPI_ISL_542346|2020-03-15|1,hCoV-19/Italy/LOM-UniMI-L427/2020|EPI_ISL_542346|2020-03-15|1,2020-03-15
hCoV-19/Spain/Muro2559/2020|EPI_ISL_468994|2020-03-26|1,hCoV-19/Spain/Muro2559/2020|EPI_ISL_468994|2020-03-26|1,2020-03-26
hCoV-19/Spain/AN-IBV-98002031/2020|EPI_ISL_565918|2020-03-17|1,hCoV-19/Spain/AN-IBV-98002031/2020|EPI_ISL_565918|2020-03-17|1,2020-03-17
hCoV-19/Spain/PV-IBV-004209/2020|EPI_ISL_510494|2020-04-03|1,hCoV-19/Spain/PV-IBV-004209/2020|EPI_ISL_510494|2020-04-03|1,2020-04-03
hCoV-19/Spain/PV-IBV-000775/2020|EPI_ISL_452728|2020-03-09|1,hCoV-19/Spain/PV-IBV-000775/2020|EPI_ISL_452728|2020-03-09|1,2020-03-09
hCoV-19/Spain/PV-IBV-000822/2020|EPI_ISL_452710|2020-03-10|1,hCoV-19/Spain/PV-IBV-000822/2020|EPI_ISL_452710|2020-03-10|1,2020-03-10
hCoV-19/Spain/PV-IBV-000695/2020|EPI_ISL_452769|2020-03-05|1,hCoV-19/Spain/PV-IBV-000695/2020|EPI_ISL_452769|2020-03-05|1,2020-03-05
hCoV-19/Spain/AS-HUCA-232017735/2020|EPI_ISL_710487|2020-03-13|1,hCoV-19/Spain/AS-HUCA-232017735/2020|EPI_ISL_710487|2020-03-13|1,2020-03-13
hCoV-19/Spain/PV-IBV-000858/2020|EPI_ISL_452694|2020-03-12|1,hCoV-19/Spain/PV-IBV-000858/2020|EPI_ISL_452694|2020-03-12|1,2020-03-12
hCoV-19/Panama/331797/2020|EPI_ISL_496693|2020-03-20|1,hCoV-19/Panama/331797/2020|EPI_ISL_496693|2020-03-20|1,2020-03-20
hCoV-19/Panama/331954/2020|EPI_ISL_496699|2020-03-20|1,hCoV-19/Panama/331954/2020|EPI_ISL_496699|2020-03-20|1,2020-03-20
hCoV-19/Panama/333048/2020|EPI_ISL_496730|2020-03-24|1,hCoV-19/Panama/333048/2020|EPI_ISL_496730|2020-03-24|1,2020-03-24
hCoV-19/Spain/PV-IBV-000666/2020|EPI_ISL_452784|2020-03-06|1,hCoV-19/Spain/PV-IBV-000666/2020|EPI_ISL_452784|2020-03-06|1,2020-03-06
hCoV-19/England/BRIS-1853829/2020|EPI_ISL_492219|2020-04-14|1,hCoV-19/England/BRIS-1853829/2020|EPI_ISL_492219|2020-04-14|1,2020-04-14
hCoV-19/England/BRIS-124F53/2020|EPI_ISL_443999|2020-03-26|1,hCoV-19/England/BRIS-124F53/2020|EPI_ISL_443999|2020-03-26|1,2020-03-26
hCoV-19/England/BRIS-12FE5B/2020|EPI_ISL_492617|2020-04-10|1,hCoV-19/England/BRIS-12FE5B/2020|EPI_ISL_492617|2020-04-10|1,2020-04-10
hCoV-19/England/BRIS-1235BC/2020|EPI_ISL_442641|2020-04-05|1,hCoV-19/England/BRIS-1235BC/2020|EPI_ISL_442641|2020-04-05|1,2020-04-05
hCoV-19/England/BRIS-125268/2020|EPI_ISL_444012|2020-03-26|1,hCoV-19/England/BRIS-125268/2020|EPI_ISL_444012|2020-03-26|1,2020-03-26
hCoV-19/Spain/PV-IBV-000678/2020|EPI_ISL_452780|2020-03-03|3,hCoV-19/Spain/PV-IBV-000678/2020|EPI_ISL_452780|2020-03-03|3,2020-03-03
hCoV-19/Spain/PV-IBV-000715/2020|EPI_ISL_452753|2020-03-08|1,hCoV-19/Spain/PV-IBV-000715/2020|EPI_ISL_452753|2020-03-08|1,2020-03-08
hCoV-19/Spain/PV-IBV-000783/2020|EPI_ISL_452725|2020-03-06|1,hCoV-19/Spain/PV-IBV-000783/2020|EPI_ISL_452725|2020-03-06|1,2020-03-06
hCoV-19/Spain/PV-IBV-001621/2020|EPI_ISL_467169|2020-03-18|1,hCoV-19/Spain/PV-IBV-001621/2020|EPI_ISL_467169|2020-03-18|1,2020-03-18
hCoV-19/Spain/AN-IBV-001987/2020|EPI_ISL_509623|2020-03-15|1,hCoV-19/Spain/AN-IBV-001987/2020|EPI_ISL_509623|2020-03-15|1,2020-03-15
hCoV-19/Austria/CeMM0299/2020|EPI_ISL_475775|2020-03-27|1,hCoV-19/Austria/CeMM0299/2020|EPI_ISL_475775|2020-03-27|1,2020-03-27
hCoV-19/Austria/CeMM0319/2020|EPI_ISL_475790|2020-03-30|2,hCoV-19/Austria/CeMM0319/2020|EPI_ISL_475790|2020-03-30|2,2020-03-30
hCoV-19/Austria/CeMM0318/2020|EPI_ISL_475789|2020-03-30|1,hCoV-19/Austria/CeMM0318/2020|EPI_ISL_475789|2020-03-30|1,2020-03-30
hCoV-19/Austria/CeMM0329/2020|EPI_ISL_475796|2020-04-01|1,hCoV-19/Austria/CeMM0329/2020|EPI_ISL_475796|2020-04-01|1,2020-04-01
hCoV-19/Austria/CeMM0344/2020|EPI_ISL_475805|2020-04-03|1,hCoV-19/Austria/CeMM0344/2020|EPI_ISL_475805|2020-04-03|1,2020-04-03
hCoV-19/England/CAMB-7C8CB/2020|EPI_ISL_442076|2020-04-05|1,hCoV-19/England/CAMB-7C8CB/2020|EPI_ISL_442076|2020-04-05|1,2020-04-05
hCoV-19/Spain/AN-IBV-98001966/2020|EPI_ISL_565911|2020-03-14|1,hCoV-19/Spain/AN-IBV-98001966/2020|EPI_ISL_565911|2020-03-14|1,2020-03-14
hCoV-19/Spain/PV-IBV-001546/2020|EPI_ISL_467131|2020-03-16|1,hCoV-19/Spain/PV-IBV-001546/2020|EPI_ISL_467131|2020-03-16|1,2020-03-16
hCoV-19/Spain/PV-IBV-003196/2020|EPI_ISL_480982|2020-03-10|1,hCoV-19/Spain/PV-IBV-003196/2020|EPI_ISL_480982|2020-03-10|1,2020-03-10
hCoV-19/Spain/RI-IBV-98002365/2020|EPI_ISL_537861|2020-03-08|1,hCoV-19/Spain/RI-IBV-98002365/2020|EPI_ISL_537861|2020-03-08|1,2020-03-08
hCoV-19/Spain/RI-IBV-99005884/2020|EPI_ISL_537426|2020-03-10|1,hCoV-19/Spain/RI-IBV-99005884/2020|EPI_ISL_537426|2020-03-10|1,2020-03-10
hCoV-19/Spain/RI-IBV-005968/2020|EPI_ISL_500402|2020-03-09|1,hCoV-19/Spain/RI-IBV-005968/2020|EPI_ISL_500402|2020-03-09|1,2020-03-09
hCoV-19/Spain/RI-IBV-99005846/2020|EPI_ISL_537389|2020-03-11|1,hCoV-19/Spain/RI-IBV-99005846/2020|EPI_ISL_537389|2020-03-11|1,2020-03-11
hCoV-19/Spain/RI-IBV-006003/2020|EPI_ISL_500434|2020-03-19|1,hCoV-19/Spain/RI-IBV-006003/2020|EPI_ISL_500434|2020-03-19|1,2020-03-19
hCoV-19/Spain/RI-IBV-98002307/2020|EPI_ISL_537830|2020-03-10|3,hCoV-19/Spain/RI-IBV-98002307/2020|EPI_ISL_537830|2020-03-10|3,2020-03-10
hCoV-19/Chile/RM-ISPCH-1/2020|EPI_ISL_414579|2020-03-03|5,hCoV-19/Chile/RM-ISPCH-1/2020|EPI_ISL_414579|2020-03-03|5,2020-03-03
hCoV-19/Spain/PV-IBV-001576/2020|EPI_ISL_467147|2020-03-14|1,hCoV-19/Spain/PV-IBV-001576/2020|EPI_ISL_467147|2020-03-14|1,2020-03-14
hCoV-19/Spain/PV-IBV-001598/2020|EPI_ISL_467160|2020-03-13|2,hCoV-19/Spain/PV-IBV-001598/2020|EPI_ISL_467160|2020-03-13|2,2020-03-13
hCoV-19/Spain/AS-IBV-98006597/2020|EPI_ISL_654641|2020-03-12|1,hCoV-19/Spain/AS-IBV-98006597/2020|EPI_ISL_654641|2020-03-12|1,2020-03-12
hCoV-19/Spain/PV-IBV-000853/2020|EPI_ISL_452698|2020-03-11|1,hCoV-19/Spain/PV-IBV-000853/2020|EPI_ISL_452698|2020-03-11|1,2020-03-11
hCoV-19/Spain/RI-IBV-005994/2020|EPI_ISL_500426|2020-03-31|1,hCoV-19/Spain/RI-IBV-005994/2020|EPI_ISL_500426|2020-03-31|1,2020-03-31
hCoV-19/Panama/329879/2020|EPI_ISL_496654|2020-03-14|1,hCoV-19/Panama/329879/2020|EPI_ISL_496654|2020-03-14|1,2020-03-14
hCoV-19/Spain/PV-IBV-000851/2020|EPI_ISL_452700|2020-03-11|1,hCoV-19/Spain/PV-IBV-000851/2020|EPI_ISL_452700|2020-03-11|1,2020-03-11
hCoV-19/Spain/PV-IBV-000847/2020|EPI_ISL_452701|2020-03-11|1,hCoV-19/Spain/PV-IBV-000847/2020|EPI_ISL_452701|2020-03-11|1,2020-03-11
hCoV-19/Spain/PV-IBV-000859/2020|EPI_ISL_452693|2020-03-11|1,hCoV-19/Spain/PV-IBV-000859/2020|EPI_ISL_452693|2020-03-11|1,2020-03-11
hCoV-19/USA/TX-HMH014/2020|EPI_ISL_434724|2020-03-14|1,hCoV-19/USA/TX-HMH014/2020|EPI_ISL_434724|2020-03-14|1,2020-03-14
hCoV-19/Spain/AN-IBV-006122/2020|EPI_ISL_510451|2020-04-10|1,hCoV-19/Spain/AN-IBV-006122/2020|EPI_ISL_510451|2020-04-10|1,2020-04-10
hCoV-19/Panama/329593/2020|EPI_ISL_496636|2020-03-13|1,hCoV-19/Panama/329593/2020|EPI_ISL_496636|2020-03-13|1,2020-03-13
hCoV-19/Spain/MD-IBV-003671/2020|EPI_ISL_467201|2020-04-01|1,hCoV-19/Spain/MD-IBV-003671/2020|EPI_ISL_467201|2020-04-01|1,2020-04-01
hCoV-19/Spain/MD-IBV-003672/2020|EPI_ISL_467253|2020-04-01|1,hCoV-19/Spain/MD-IBV-003672/2020|EPI_ISL_467253|2020-04-01|1,2020-04-01
hCoV-19/Spain/PV-IBV-000685/2020|EPI_ISL_452777|2020-03-04|1,hCoV-19/Spain/PV-IBV-000685/2020|EPI_ISL_452777|2020-03-04|1,2020-03-04
hCoV-19/Peru/LIM-INS-144/2020|EPI_ISL_536539|2020-03-18|1,hCoV-19/Peru/LIM-INS-144/2020|EPI_ISL_536539|2020-03-18|1,2020-03-18
hCoV-19/Peru/LIM-INS-145/2020|EPI_ISL_536540|2020-03-18|2,hCoV-19/Peru/LIM-INS-145/2020|EPI_ISL_536540|2020-03-18|2,2020-03-18
hCoV-19/Spain/AS-IBV-98006637/2020|EPI_ISL_654684|2020-04-03|1,hCoV-19/Spain/AS-IBV-98006637/2020|EPI_ISL_654684|2020-04-03|1,2020-04-03
hCoV-19/Spain/PV-IBV-000816/2020|EPI_ISL_452712|2020-03-10|1,hCoV-19/Spain/PV-IBV-000816/2020|EPI_ISL_452712|2020-03-10|1,2020-03-10
hCoV-19/Spain/RI-IBV-005959/2020|EPI_ISL_500393|2020-03-05|1,hCoV-19/Spain/RI-IBV-005959/2020|EPI_ISL_500393|2020-03-05|1,2020-03-05
hCoV-19/Spain/PV-IBV-001435/2020|EPI_ISL_467143|2020-03-18|1,hCoV-19/Spain/PV-IBV-001435/2020|EPI_ISL_467143|2020-03-18|1,2020-03-18
hCoV-19/Spain/PV-IBV-001537/2020|EPI_ISL_509616|2020-03-16|1,hCoV-19/Spain/PV-IBV-001537/2020|EPI_ISL_509616|2020-03-16|1,2020-03-16
hCoV-19/Panama/333156/2020|EPI_ISL_496732|2020-03-24|1,hCoV-19/Panama/333156/2020|EPI_ISL_496732|2020-03-24|1,2020-03-24
hCoV-19/Panama/332822/2020|EPI_ISL_496725|2020-03-25|1,hCoV-19/Panama/332822/2020|EPI_ISL_496725|2020-03-25|1,2020-03-25
hCoV-19/Panama/335182/2020|EPI_ISL_496809|2020-04-01|1,hCoV-19/Panama/335182/2020|EPI_ISL_496809|2020-04-01|1,2020-04-01
hCoV-19/Spain/PV-IBV-001603/2020|EPI_ISL_467139|2020-03-12|1,hCoV-19/Spain/PV-IBV-001603/2020|EPI_ISL_467139|2020-03-12|1,2020-03-12
hCoV-19/Spain/PV-IBV-000664/2020|EPI_ISL_452786|2020-03-07|1,hCoV-19/Spain/PV-IBV-000664/2020|EPI_ISL_452786|2020-03-07|1,2020-03-07
hCoV-19/Spain/NA-ISCIII-201945/2020|EPI_ISL_539570|2020-03-09|1,hCoV-19/Spain/NA-ISCIII-201945/2020|EPI_ISL_539570|2020-03-09|1,2020-03-09
hCoV-19/Spain/PV-IBV-001450/2020|EPI_ISL_467137|2020-03-18|1,hCoV-19/Spain/PV-IBV-001450/2020|EPI_ISL_467137|2020-03-18|1,2020-03-18
hCoV-19/Spain/PV-IBV-001512/2020|EPI_ISL_467122|2020-03-17|1,hCoV-19/Spain/PV-IBV-001512/2020|EPI_ISL_467122|2020-03-17|1,2020-03-17
hCoV-19/Portugal/PT0936/2020|EPI_ISL_511487|2020-04-03|1,hCoV-19/Portugal/PT0936/2020|EPI_ISL_511487|2020-04-03|1,2020-04-03
hCoV-19/Portugal/PT1290/2020|EPI_ISL_511251|2020-03-24|1,hCoV-19/Portugal/PT1290/2020|EPI_ISL_511251|2020-03-24|1,2020-03-24
hCoV-19/Spain/PV-IBV-000796/2020|EPI_ISL_452719|2020-03-08|1,hCoV-19/Spain/PV-IBV-000796/2020|EPI_ISL_452719|2020-03-08|1,2020-03-08
hCoV-19/Spain/RI-IBV-005963/2020|EPI_ISL_500397|2020-03-07|1,hCoV-19/Spain/RI-IBV-005963/2020|EPI_ISL_500397|2020-03-07|1,2020-03-07
hCoV-19/Spain/RI-IBV-99005868/2020|EPI_ISL_537411|2020-03-05|1,hCoV-19/Spain/RI-IBV-99005868/2020|EPI_ISL_537411|2020-03-05|1,2020-03-05
hCoV-19/Spain/RI-IBV-005970/2020|EPI_ISL_500404|2020-03-10|1,hCoV-19/Spain/RI-IBV-005970/2020|EPI_ISL_500404|2020-03-10|1,2020-03-10
hCoV-19/Spain/RI-IBV-005962/2020|EPI_ISL_500396|2020-03-07|1,hCoV-19/Spain/RI-IBV-005962/2020|EPI_ISL_500396|2020-03-07|1,2020-03-07
hCoV-19/Spain/RI-IBV-99005866/2020|EPI_ISL_537409|2020-03-05|1,hCoV-19/Spain/RI-IBV-99005866/2020|EPI_ISL_537409|2020-03-05|1,2020-03-05
hCoV-19/Spain/RI-IBV-99005882/2020|EPI_ISL_537424|2020-03-10|1,hCoV-19/Spain/RI-IBV-99005882/2020|EPI_ISL_537424|2020-03-10|1,2020-03-10
hCoV-19/Spain/RI-ISCIII-201563/2020|EPI_ISL_455338|2020-03-04|1,hCoV-19/Spain/RI-ISCIII-201563/2020|EPI_ISL_455338|2020-03-04|1,2020-03-04
hCoV-19/Mexico/CMX-INCMNSZ-02/2020|EPI_ISL_426362|2020-03-10|1,hCoV-19/Mexico/CMX-INCMNSZ-02/2020|EPI_ISL_426362|2020-03-10|1,2020-03-10
hCoV-19/Panama/334610/2020|EPI_ISL_496786|2020-03-31|1,hCoV-19/Panama/334610/2020|EPI_ISL_496786|2020-03-31|1,2020-03-31
hCoV-19/Panama/334611/2020|EPI_ISL_496787|2020-03-31|1,hCoV-19/Panama/334611/2020|EPI_ISL_496787|2020-03-31|1,2020-03-31
hCoV-19/Panama/336491/2020|EPI_ISL_496851|2020-04-05|1,hCoV-19/Panama/336491/2020|EPI_ISL_496851|2020-04-05|1,2020-04-05
hCoV-19/Panama/336897/2020|EPI_ISL_496854|2020-06-04|1,hCoV-19/Panama/336897/2020|EPI_ISL_496854|2020-06-04|1,2020-06-04
hCoV-19/Panama/332013/2020|EPI_ISL_496701|2020-03-19|1,hCoV-19/Panama/332013/2020|EPI_ISL_496701|2020-03-19|1,2020-03-19
hCoV-19/Panama/333242/2020|EPI_ISL_496735|2020-03-25|1,hCoV-19/Panama/333242/2020|EPI_ISL_496735|2020-03-25|1,2020-03-25
hCoV-19/Panama/332513/2020|EPI_ISL_496713|2020-03-23|1,hCoV-19/Panama/332513/2020|EPI_ISL_496713|2020-03-23|1,2020-03-23
hCoV-19/Panama/334779/2020|EPI_ISL_496793|2020-03-31|1,hCoV-19/Panama/334779/2020|EPI_ISL_496793|2020-03-31|1,2020-03-31
hCoV-19/Panama/331789/2020|EPI_ISL_496692|2020-03-21|1,hCoV-19/Panama/331789/2020|EPI_ISL_496692|2020-03-21|1,2020-03-21
hCoV-19/Panama/336085/2020|EPI_ISL_496837|2020-04-03|1,hCoV-19/Panama/336085/2020|EPI_ISL_496837|2020-04-03|1,2020-04-03
hCoV-19/Panama/336008/2020|EPI_ISL_496833|2020-04-03|1,hCoV-19/Panama/336008/2020|EPI_ISL_496833|2020-04-03|1,2020-04-03
hCoV-19/Panama/333400/2020|EPI_ISL_496740|2020-03-23|2,hCoV-19/Panama/333400/2020|EPI_ISL_496740|2020-03-23|2,2020-03-23
hCoV-19/Panama/332469/2020|EPI_ISL_496712|2020-03-22|1,hCoV-19/Panama/332469/2020|EPI_ISL_496712|2020-03-22|1,2020-03-22
hCoV-19/Panama/332762/2020|EPI_ISL_496721|2020-03-20|1,hCoV-19/Panama/332762/2020|EPI_ISL_496721|2020-03-20|1,2020-03-20
hCoV-19/Panama/332238/2020|EPI_ISL_496705|2020-03-14|1,hCoV-19/Panama/332238/2020|EPI_ISL_496705|2020-03-14|1,2020-03-14
hCoV-19/Panama/339467/2020|EPI_ISL_496894|2020-04-11|1,hCoV-19/Panama/339467/2020|EPI_ISL_496894|2020-04-11|1,2020-04-11
hCoV-19/Panama/337884/2020|EPI_ISL_496865|2020-04-08|1,hCoV-19/Panama/337884/2020|EPI_ISL_496865|2020-04-08|1,2020-04-08
hCoV-19/Panama/340836/2020|EPI_ISL_496906|2020-04-14|1,hCoV-19/Panama/340836/2020|EPI_ISL_496906|2020-04-14|1,2020-04-14
hCoV-19/Panama/341361/2020|EPI_ISL_496915|2020-04-15|1,hCoV-19/Panama/341361/2020|EPI_ISL_496915|2020-04-15|1,2020-04-15
hCoV-19/Panama/333679/2020|EPI_ISL_496750|2020-03-24|1,hCoV-19/Panama/333679/2020|EPI_ISL_496750|2020-03-24|1,2020-03-24
hCoV-19/Panama/336417/2020|EPI_ISL_496847|2020-04-04|1,hCoV-19/Panama/336417/2020|EPI_ISL_496847|2020-04-04|1,2020-04-04
hCoV-19/Panama/332298/2020|EPI_ISL_496708|2020-03-20|1,hCoV-19/Panama/332298/2020|EPI_ISL_496708|2020-03-20|1,2020-03-20
hCoV-19/Panama/336418/2020|EPI_ISL_496848|2020-04-04|1,hCoV-19/Panama/336418/2020|EPI_ISL_496848|2020-04-04|1,2020-04-04
hCoV-19/Panama/336440/2020|EPI_ISL_496850|2020-04-05|1,hCoV-19/Panama/336440/2020|EPI_ISL_496850|2020-04-05|1,2020-04-05
hCoV-19/Panama/333517/2020|EPI_ISL_496745|2020-03-27|1,hCoV-19/Panama/333517/2020|EPI_ISL_496745|2020-03-27|1,2020-03-27
hCoV-19/Panama/329893/2020|EPI_ISL_496655|2020-03-09|1,hCoV-19/Panama/329893/2020|EPI_ISL_496655|2020-03-09|1,2020-03-09
hCoV-19/Panama/332856/2020|EPI_ISL_496727|2020-03-22|1,hCoV-19/Panama/332856/2020|EPI_ISL_496727|2020-03-22|1,2020-03-22
hCoV-19/Panama/330208/2020|EPI_ISL_496660|2020-03-10|1,hCoV-19/Panama/330208/2020|EPI_ISL_496660|2020-03-10|1,2020-03-10
hCoV-19/Panama/336320/2020|EPI_ISL_496841|2020-04-04|1,hCoV-19/Panama/336320/2020|EPI_ISL_496841|2020-04-04|1,2020-04-04
hCoV-19/Panama/333271/2020|EPI_ISL_496736|2020-02-23|1,hCoV-19/Panama/333271/2020|EPI_ISL_496736|2020-02-23|1,2020-02-23
hCoV-19/Panama/335002/2020|EPI_ISL_496800|2020-04-01|1,hCoV-19/Panama/335002/2020|EPI_ISL_496800|2020-04-01|1,2020-04-01
hCoV-19/Panama/331997/2020|EPI_ISL_496700|2020-03-22|1,hCoV-19/Panama/331997/2020|EPI_ISL_496700|2020-03-22|1,2020-03-22
hCoV-19/Panama/336023/2020|EPI_ISL_496834|2020-04-03|1,hCoV-19/Panama/336023/2020|EPI_ISL_496834|2020-04-03|1,2020-04-03
hCoV-19/Panama/333668/2020|EPI_ISL_496749|2020-03-26|1,hCoV-19/Panama/333668/2020|EPI_ISL_496749|2020-03-26|1,2020-03-26
hCoV-19/Panama/340006/2020|EPI_ISL_496901|2020-04-13|1,hCoV-19/Panama/340006/2020|EPI_ISL_496901|2020-04-13|1,2020-04-13
hCoV-19/Panama/338362/2020|EPI_ISL_496867|2020-04-09|1,hCoV-19/Panama/338362/2020|EPI_ISL_496867|2020-04-09|1,2020-04-09
hCoV-19/Panama/333430/2020|EPI_ISL_496742|2020-03-26|1,hCoV-19/Panama/333430/2020|EPI_ISL_496742|2020-03-26|1,2020-03-26
