Full_name_in_ali	GISAID_name	Date	Seq_source	FMBA_ID	Country	Region_from_meta	Pangolin_clade	GISAID_clade	NL_NAME	Lineage
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1831_S72/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-1831_S72/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1832_S66/2020||2020-08-18|1	Russia/Saint-Petersburg-FMBA_Spb-1832_S66/2020	2020-08-18	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1835_S74/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-1835_S74/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1839_S83/2020||2020-08-22|1	Russia/Saint-Petersburg-FMBA_Spb-1839_S83/2020	2020-08-22	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034140
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1849_S84/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-1849_S84/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1875_S117/2020||2020-08-19|1	Russia/Saint-Petersburg-FMBA_Spb-1875_S117/2020	2020-08-19	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1882_S93/2020||2020-08-11|1	Russia/Saint-Petersburg-FMBA_Spb-1882_S93/2020	2020-08-11	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1890_S71/2020||2020-08-19|1	Russia/Saint-Petersburg-FMBA_Spb-1890_S71/2020	2020-08-19	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1902_S111/2020||2020-08-22|1	Russia/Saint-Petersburg-FMBA_Spb-1902_S111/2020	2020-08-22	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0015687
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1904_S38/2020||2020-08-14|1	Russia/Saint-Petersburg-FMBA_Spb-1904_S38/2020	2020-08-14	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1909_S89/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-1909_S89/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1917_S102/2020||2020-08-31|1	Russia/Saint-Petersburg-FMBA_Spb-1917_S102/2020	2020-08-31	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0039188
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1925_S54/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-1925_S54/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034529
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1929_S65/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-1929_S65/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0007725
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1935_S39/2020||2020-08-04|1	Russia/Saint-Petersburg-FMBA_Spb-1935_S39/2020	2020-08-04	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-1998_S41/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-1998_S41/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034347
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2028_S36/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2028_S36/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2374_S34/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2374_S34/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2375_S13/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2375_S13/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0015634
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2380_S37/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2380_S37/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2384_S126/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2384_S126/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034529
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2396_S29/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2396_S29/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1.163	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2421_S94/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2421_S94/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0006783
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2422_S86/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2422_S86/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0037013
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2424_S112/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2424_S112/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0020540
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2444_S4/2020||2020-08-31|1	Russia/Saint-Petersburg-FMBA_Spb-2444_S4/2020	2020-08-31	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2446_S113/2020||2020-08-31|1	Russia/Saint-Petersburg-FMBA_Spb-2446_S113/2020	2020-08-31	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2448_S11/2020||2020-08-31|1	Russia/Saint-Petersburg-FMBA_Spb-2448_S11/2020	2020-08-31	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2456_S114/2020||2020-08-31|1	Russia/Saint-Petersburg-FMBA_Spb-2456_S114/2020	2020-08-31	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2476_S119/2020||2020-09-01|1	Russia/Saint-Petersburg-FMBA_Spb-2476_S119/2020	2020-09-01	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0039265
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2477_S32/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2477_S32/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0037746
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2478_S115/2020||2020-09-01|1	Russia/Saint-Petersburg-FMBA_Spb-2478_S115/2020	2020-09-01	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2480_S5/2020||2020-09-05|1	Russia/Saint-Petersburg-FMBA_Spb-2480_S5/2020	2020-09-05	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034529
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2481_S111/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2481_S111/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0017129
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2482_S10/2020||2020-09-08|1	Russia/Saint-Petersburg-FMBA_Spb-2482_S10/2020	2020-09-08	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2487_S131/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2487_S131/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0004027
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2492_S116/2020||2020-09-10|1	Russia/Saint-Petersburg-FMBA_Spb-2492_S116/2020	2020-09-10	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0023049
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2493_S78/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2493_S78/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0033064
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2494_S3/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2494_S3/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1.294	NA	г. Санкт-Петербург	NODE_0038938
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2496_S7/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2496_S7/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2501_S8/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2501_S8/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0020540
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2503_S59/2020||2020-09-09|1	Russia/Saint-Petersburg-FMBA_Spb-2503_S59/2020	2020-09-09	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2504_S35/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2504_S35/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2513_S23/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2513_S23/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0021484
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2516_S15/2020||2020-09-09|1	Russia/Saint-Petersburg-FMBA_Spb-2516_S15/2020	2020-09-09	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0033252
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2517_S128/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2517_S128/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2518_S127/2020||2020-09-03|1	Russia/Saint-Petersburg-FMBA_Spb-2518_S127/2020	2020-09-03	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0039188
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2519_S109/2020||2020-09-03|1	Russia/Saint-Petersburg-FMBA_Spb-2519_S109/2020	2020-09-03	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2521_S19/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2521_S19/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0038881
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2528_S122/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2528_S122/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034529
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2529_S20/2020||2020-09-05|1	Russia/Saint-Petersburg-FMBA_Spb-2529_S20/2020	2020-09-05	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0039863
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2531_S118/2020||2020-09-08|1	Russia/Saint-Petersburg-FMBA_Spb-2531_S118/2020	2020-09-08	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0039838
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2532_S33/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2532_S33/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0015524
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2533_S125/2020||2020-09-01|1	Russia/Saint-Petersburg-FMBA_Spb-2533_S125/2020	2020-09-01	NA	NA	Russia	Saint-Petersburg	B.1.1.294	NA	г. Санкт-Петербург	NODE_0038881
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2534_S21/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2534_S21/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2536_S123/2020||2020-09-02|1	Russia/Saint-Petersburg-FMBA_Spb-2536_S123/2020	2020-09-02	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2540_S2/2020||2020-09-04|1	Russia/Saint-Petersburg-FMBA_Spb-2540_S2/2020	2020-09-04	NA	NA	Russia	Saint-Petersburg	B.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2541_S130/2020||2020|1	Russia/Saint-Petersburg-FMBA_Spb-2541_S130/2020	2020	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2542_S120/2020||2020-08-27|1	Russia/Saint-Petersburg-FMBA_Spb-2542_S120/2020	2020-08-27	NA	NA	Russia	Saint-Petersburg	B.1.1.294	NA	г. Санкт-Петербург	NODE_0038881
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2543_S132/2020||2020-08-25|1	Russia/Saint-Petersburg-FMBA_Spb-2543_S132/2020	2020-08-25	NA	NA	Russia	Saint-Petersburg	B.1.1.163	NA	г. Санкт-Петербург	NODE_0011344
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2544_S30/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2544_S30/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2545_S117/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2545_S117/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0006772
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2546_S28/2020||2020-08-25|1	Russia/Saint-Petersburg-FMBA_Spb-2546_S28/2020	2020-08-25	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0002472
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2547_S22/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2547_S22/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0038825
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2552_S12/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2552_S12/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0002472
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2554_S16/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2554_S16/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1.294	NA	г. Санкт-Петербург	NODE_0038825
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2559_S26/2020||2020-09-04|1	Russia/Saint-Petersburg-FMBA_Spb-2559_S26/2020	2020-09-04	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0015564
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2560_S14/2020||2020-09-01|1	Russia/Saint-Petersburg-FMBA_Spb-2560_S14/2020	2020-09-01	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2561_S1/2020||2020-08-29|1	Russia/Saint-Petersburg-FMBA_Spb-2561_S1/2020	2020-08-29	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2562_S31/2020||2020-08-28|1	Russia/Saint-Petersburg-FMBA_Spb-2562_S31/2020	2020-08-28	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2563_S133/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2563_S133/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.*	NA	г. Санкт-Петербург	NODE_0036092
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2564_S121/2020||2020-09-02|1	Russia/Saint-Petersburg-FMBA_Spb-2564_S121/2020	2020-09-02	NA	NA	Russia	Saint-Petersburg	B.1	NA	г. Санкт-Петербург	single_seq
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2572_S9/2020||2020-09-09|1	Russia/Saint-Petersburg-FMBA_Spb-2572_S9/2020	2020-09-09	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0034529
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2573_S6/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2573_S6/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0021484
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2576_S124/2020||2020-09-08|1	Russia/Saint-Petersburg-FMBA_Spb-2576_S124/2020	2020-09-08	NA	NA	Russia	Saint-Petersburg	B.1.1	NA	г. Санкт-Петербург	NODE_0011826
hCoV-19/Russia/Saint-Petersburg-FMBA_Spb-2583_S110/2020||2020-08-26|1	Russia/Saint-Petersburg-FMBA_Spb-2583_S110/2020	2020-08-26	NA	NA	Russia	Saint-Petersburg	B.1.1.31	NA	г. Санкт-Петербург	NODE_0034162
hCoV-19/Russia/Sakha-89702/2020|EPI_ISL_428907|2020-04-01|1	Russia/Sakha-89702/2020	2020-04-01	NA	NA	Russia	Republic of Sakha	B.1.1	NA	Республика Саха	single_seq
hCoV-19/Russia/Sakhalin-84401/2020|EPI_ISL_428912|2020-03-27|1	Russia/Sakhalin-84401/2020	2020-03-27	NA	NA	Russia	Sakhalin	B.1	NA	Сахалинская область	single_seq
hCoV-19/Russia/SAM-RARI-1011/2020|EPI_ISL_678276|2020-04-11|1	Russia/SAM-RARI-1011/2020	2020-04-11	NA	NA	Russia	Samara	B.1.1	NA	Самарская область	single_seq
hCoV-19/Russia/Samara-73403/2020|EPI_ISL_428886|2020-03-20|1	Russia/Samara-73403/2020	2020-03-20	NA	NA	Russia	Samara	B.1.1	NA	Самарская область	single_seq
hCoV-19/Russia/Samara-73406/2020|EPI_ISL_428885|2020-03-20|1	Russia/Samara-73406/2020	2020-03-20	NA	NA	Russia	Samara	B.1.5.*	NA	Самарская область	single_seq
hCoV-19/Russia/Samara-FMBA_EPIC-24531_S110/2020||2020-09-29|1	Russia/Samara-FMBA_EPIC-24531_S110/2020	2020-09-29	NA	NA	Russia	Samara region	B.1.*	NA	Самарская область	NODE_0002072
hCoV-19/Russia/Samara-FMBA_EPIC-24537_S109/2020||2020-09-28|1	Russia/Samara-FMBA_EPIC-24537_S109/2020	2020-09-28	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	single_seq
hCoV-19/Russia/Samara-FMBA_EPIC-24545_S85/2020||2020-09-29|1	Russia/Samara-FMBA_EPIC-24545_S85/2020	2020-09-29	NA	NA	Russia	Samara region	B.1.1.294	NA	Самарская область	NODE_0038899
hCoV-19/Russia/Samara-FMBA_EPIC-24546_S94/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24546_S94/2020	2020-09-24	NA	NA	Russia	Samara region	B.1	NA	Самарская область	NODE_0002072
hCoV-19/Russia/Samara-FMBA_EPIC-24573_S106/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24573_S106/2020	2020-09-24	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0014702
hCoV-19/Russia/Samara-FMBA_EPIC-24576_S114/2020||2020-09-25|1	Russia/Samara-FMBA_EPIC-24576_S114/2020	2020-09-25	NA	NA	Russia	Samara region	B.1.1.*	NA	Самарская область	NODE_0041717
hCoV-19/Russia/Samara-FMBA_EPIC-24589_S119/2020||2020-09-25|1	Russia/Samara-FMBA_EPIC-24589_S119/2020	2020-09-25	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	single_seq
hCoV-19/Russia/Samara-FMBA_EPIC-24601_S111/2020||2020-10-01|1	Russia/Samara-FMBA_EPIC-24601_S111/2020	2020-10-01	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0041717
hCoV-19/Russia/Samara-FMBA_EPIC-24620_S116/2020||2020-09-29|1	Russia/Samara-FMBA_EPIC-24620_S116/2020	2020-09-29	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0034127
hCoV-19/Russia/Samara-FMBA_EPIC-24632_S104/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24632_S104/2020	2020-09-24	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0041715
hCoV-19/Russia/Samara-FMBA_EPIC-24644_S84/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24644_S84/2020	2020-09-24	NA	NA	Russia	Samara region	B.1.1.294	NA	Самарская область	NODE_0038899
hCoV-19/Russia/Samara-FMBA_EPIC-24656_S102/2020||2020-10-02|1	Russia/Samara-FMBA_EPIC-24656_S102/2020	2020-10-02	NA	NA	Russia	Samara region	B.1.1.*	NA	Самарская область	NODE_0006772
hCoV-19/Russia/Samara-FMBA_EPIC-24657_S115/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24657_S115/2020	2020-09-24	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0034127
hCoV-19/Russia/Samara-FMBA_EPIC-24671_S95/2020||2020-09-24|1	Russia/Samara-FMBA_EPIC-24671_S95/2020	2020-09-24	NA	NA	Russia	Samara region	B.1.1	NA	Самарская область	NODE_0034827
hCoV-19/Russia/SAR-RARI-1150/2020|EPI_ISL_678273|2020-04-13|1	Russia/SAR-RARI-1150/2020	2020-04-13	NA	NA	Russia	Saratov	B.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-2272/2020|EPI_ISL_678284|2020-07-28|1	Russia/SAR-RARI-2272/2020	2020-07-28	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-2666/2020|EPI_ISL_678280|2020-04-29|1	Russia/SAR-RARI-2666/2020	2020-04-29	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-3080/2020|EPI_ISL_678281|2020-07-30|1	Russia/SAR-RARI-3080/2020	2020-07-30	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	NODE_0006767
hCoV-19/Russia/SAR-RARI-3083/2020|EPI_ISL_678285|2020-07-30|1	Russia/SAR-RARI-3083/2020	2020-07-30	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-3187/2020|EPI_ISL_678274|2020-07-30|1	Russia/SAR-RARI-3187/2020	2020-07-30	NA	NA	Russia	Saratov	B.1.1.*	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-3573/2020|EPI_ISL_678283|2020-05-02|1	Russia/SAR-RARI-3573/2020	2020-05-02	NA	NA	Russia	Saratov	B.1.1.*	NA	Саратовская область	NODE_0007743
hCoV-19/Russia/SAR-RARI-3656/2020|EPI_ISL_678282|2020-07-31|1	Russia/SAR-RARI-3656/2020	2020-07-31	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-3663/2020|EPI_ISL_678277|2020-05-03|1	Russia/SAR-RARI-3663/2020	2020-05-03	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-5473/2020|EPI_ISL_678289|2020-08-11|1	Russia/SAR-RARI-5473/2020	2020-08-11	NA	NA	Russia	Saratov	B.1	NA	Саратовская область	single_seq
hCoV-19/Russia/SAR-RARI-9895/2020|EPI_ISL_678286|2020-07-22|1	Russia/SAR-RARI-9895/2020	2020-07-22	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	NODE_0021946
hCoV-19/Russia/SAR-RII-MH4702S/2020|EPI_ISL_733241|2020-11-11|1	Russia/SAR-RII-MH4702S/2020	2020-11-11	NA	NA	Russia	Saratov	B.1.1	NA	Саратовская область	NODE_0034371
hCoV-19/Russia/Sarapul-FMBA_EPIC-25603_S18/2020||2020-09-30|1	Russia/Sarapul-FMBA_EPIC-25603_S18/2020	2020-09-30	NA	NA	Russia	Udmurtia	B.1.1.*	NA	Удмуртская Республика	single_seq
